Ticker,Day,Forecast
ALAR.TA,Day_15,431.325691
ALAR.TA,Day_16,430.8447848
ALAR.TA,Day_17,433.608172
ALAR.TA,Day_18,431.7201007
ALAR.TA,Day_19,433.88391
ALAR.TA,Day_20,429.4172253
ALAR.TA,Day_21,416.8899209
ALAR.TA,Day_22,414.1303635
ALAR.TA,Day_23,415.6266633
ALAR.TA,Day_24,414.3098962
ALAR.TA,Day_25,405.0776794
ALAR.TA,Day_26,403.7964033
ALAR.TA,Day_27,410.7165436
ALAR.TA,Day_28,404.251392
ALAR.TA,Day_29,393.086636
ALAR.TA,Day_30,393.2311607
ALBA.TA,Day_1,1598.389688
ALBA.TA,Day_2,1629.224312
ALBA.TA,Day_3,1708.029305
ALBA.TA,Day_4,1706.141031
ALBA.TA,Day_5,1921.20998
ALBA.TA,Day_6,2215.905562
ALBA.TA,Day_7,2244.632653
ALBA.TA,Day_8,2234.481188
ALBA.TA,Day_9,2236.585767
ALBA.TA,Day_10,2246.574387
ALBA.TA,Day_11,1955.459228
ALBA.TA,Day_12,1949.561604
ALBA.TA,Day_13,1942.495335
ALBA.TA,Day_14,1948.392058
ALBA.TA,Day_15,1932.302521
ALBA.TA,Day_16,1927.371666
ALBA.TA,Day_17,1927.229392
ALBA.TA,Day_18,1929.698611
ALBA.TA,Day_19,1925.929428
ALBA.TA,Day_20,1913.930263
ALBA.TA,Day_21,1913.626407
ALBA.TA,Day_22,1720.838769
ALBA.TA,Day_23,1722.877725
ALBA.TA,Day_24,1725.857869
ALBA.TA,Day_25,1717.414653
ALBA.TA,Day_26,1668.030363
ALBA.TA,Day_27,1722.211471
ALBA.TA,Day_28,1721.982785
ALBA.TA,Day_29,1701.411753
ALBA.TA,Day_30,1699.184361
ALHE.TA,Day_1,2933.337601
ALHE.TA,Day_2,2918.954355
ALHE.TA,Day_3,2929.032366
ALHE.TA,Day_4,2890.019465
ALHE.TA,Day_5,2897.329943
ALHE.TA,Day_6,2874.369863
ALHE.TA,Day_7,2867.830193
ALHE.TA,Day_8,2872.392895
ALHE.TA,Day_9,2812.521796
ALHE.TA,Day_10,2810.59618
ALHE.TA,Day_11,2806.242388
ALHE.TA,Day_12,2917.787867
ALHE.TA,Day_13,3006.533185
ALHE.TA,Day_14,3023.286915
ALHE.TA,Day_15,3058.00154
ALHE.TA,Day_16,3108.897022
ALHE.TA,Day_17,3010.69088
ALHE.TA,Day_18,3113.863422
ALHE.TA,Day_19,3097.121801
ALHE.TA,Day_20,3097.454052
ALHE.TA,Day_21,3218.30806
ALHE.TA,Day_22,3208.980984
ALHE.TA,Day_23,3128.999458
ALHE.TA,Day_24,3055.471985
ALHE.TA,Day_25,2960.586347
ALHE.TA,Day_26,2957.49921
ALHE.TA,Day_27,3059.009194
ALHE.TA,Day_28,3114.026603
ALHE.TA,Day_29,3000.57243
ALHE.TA,Day_30,2969.201572
ALLT.TA,Day_1,1437.309666
ALLT.TA,Day_2,1472.481925
ALLT.TA,Day_3,1411.831799
ALLT.TA,Day_4,1402.493151
ALLT.TA,Day_5,1382.872748
ALLT.TA,Day_6,1379.246532
ALLT.TA,Day_7,1405.989955
ALLT.TA,Day_8,1442.803472
ALLT.TA,Day_9,1416.866713
ALLT.TA,Day_10,1491.389255
ALLT.TA,Day_11,1485.011578
ALLT.TA,Day_12,1486.359265
ALLT.TA,Day_13,1486.18188
ALLT.TA,Day_14,1487.763718
ALLT.TA,Day_15,1482.427358
ALLT.TA,Day_16,1481.872504
ALLT.TA,Day_17,1528.945578
ALLT.TA,Day_18,1523.046592
ALLT.TA,Day_19,1487.97569
ALLT.TA,Day_20,2015.781066
ALLT.TA,Day_21,2044.717893
ALLT.TA,Day_22,2014.181288
ALLT.TA,Day_23,2009.5395
ALLT.TA,Day_24,2048.888075
ALLT.TA,Day_25,2052.969172
ALLT.TA,Day_26,2053.106698
ALLT.TA,Day_27,2064.722724
ALLT.TA,Day_28,2052.586597
ALLT.TA,Day_29,2043.352911
ALLT.TA,Day_30,2067.594631
ALMA.TA,Day_1,781.6931106
ALMA.TA,Day_2,780.8450806
ALMA.TA,Day_3,780.7102296
ALMA.TA,Day_4,785.1847308
ALMA.TA,Day_5,784.2652442
ALMA.TA,Day_6,785.2453496
ALMA.TA,Day_7,785.7613339
ALMA.TA,Day_8,785.2598238
ALMA.TA,Day_9,785.2967038
ALMA.TA,Day_10,786.0486686
ALMA.TA,Day_11,787.1304723
ALMA.TA,Day_12,785.5709138
ALMA.TA,Day_13,783.1159996
ALMA.TA,Day_14,783.2071649
ALMA.TA,Day_15,783.8497465
ALMA.TA,Day_16,782.4776821
ALMA.TA,Day_17,782.8356651
ALMA.TA,Day_18,782.9953349
ALMA.TA,Day_19,782.2113158
ALMA.TA,Day_20,783.5572973
ALMA.TA,Day_21,781.9948674
ALMA.TA,Day_22,783.0159775
ALMA.TA,Day_23,781.608358
ALMA.TA,Day_24,782.9818474
ALMA.TA,Day_25,783.4322022
ALMA.TA,Day_26,782.7425742
ALMA.TA,Day_27,781.8241243
ALMA.TA,Day_28,781.9661903
ALMA.TA,Day_29,785.1961235
ALMA.TA,Day_30,785.6267146
ALMD.TA,Day_1,35.76966346
ALMD.TA,Day_2,36.15238016
ALMD.TA,Day_3,36.38811395
ALMD.TA,Day_4,35.65667459
ALMD.TA,Day_5,34.76743071
ALMD.TA,Day_6,35.57327968
ALMD.TA,Day_7,34.62081871
ALMD.TA,Day_8,34.73344465
ALMD.TA,Day_9,33.60021936
ALMD.TA,Day_10,34.00568079
ALMD.TA,Day_11,34.36618092
ALMD.TA,Day_12,34.44268809
ALMD.TA,Day_13,34.37944795
ALMD.TA,Day_14,35.71076938
ALMD.TA,Day_15,37.69017243
ALMD.TA,Day_16,37.58850014
ALMD.TA,Day_17,36.61403805
ALMD.TA,Day_18,36.59702981
ALMD.TA,Day_19,36.55679666
ALMD.TA,Day_20,36.38647935
ALMD.TA,Day_21,37.00379499
ALMD.TA,Day_22,37.73410369
ALMD.TA,Day_23,37.85209181
ALMD.TA,Day_24,37.89062256
ALMD.TA,Day_25,37.61081326
ALMD.TA,Day_26,37.82794734
ALMD.TA,Day_27,37.86842655
ALMD.TA,Day_28,37.47957065
ALMD.TA,Day_29,37.54436841
ALMD.TA,Day_30,37.78095647
ALMY.TA,Day_1,37.65035491
ALMY.TA,Day_2,10.7082539
ALMY.TA,Day_3,10.30918791
ALMY.TA,Day_4,10.11255546
ALMY.TA,Day_5,37.30466736
ALMY.TA,Day_6,37.32248468
ALMY.TA,Day_7,37.46982628
ALMY.TA,Day_8,37.45438971
ALMY.TA,Day_9,37.44682063
ALMY.TA,Day_10,37.4377599
ALMY.TA,Day_11,37.4477665
ALMY.TA,Day_12,37.46707308
ALMY.TA,Day_13,37.44870405
ALMY.TA,Day_14,37.46410351
ALMY.TA,Day_15,37.36377073
ALMY.TA,Day_16,37.40082831
ALMY.TA,Day_17,37.37283484
ALMY.TA,Day_18,37.37643395
ALMY.TA,Day_19,37.35592432
ALMY.TA,Day_20,37.39063281
ALMY.TA,Day_21,37.35129038
ALMY.TA,Day_22,37.3856152
ALMY.TA,Day_23,37.35678759
ALMY.TA,Day_24,37.38711524
ALMY.TA,Day_25,37.36760233
ALMY.TA,Day_26,37.34301964
ALMY.TA,Day_27,37.35315397
ALMY.TA,Day_28,37.35756077
ALMY.TA,Day_29,37.35114974
ALMY.TA,Day_30,37.38685742
ALRPR.TA,Day_1,14568.95364
ALRPR.TA,Day_2,14755.273
ALRPR.TA,Day_3,14714.05701
ALRPR.TA,Day_4,14633.3179
ALRPR.TA,Day_5,14606.51708
ALRPR.TA,Day_6,14852.15935
ALRPR.TA,Day_7,14946.42657
ALRPR.TA,Day_8,14983.96362
ALRPR.TA,Day_9,15206.13074
ALRPR.TA,Day_10,15583.95003
ALRPR.TA,Day_11,15505.80384
ALRPR.TA,Day_12,15590.59817
ALRPR.TA,Day_13,15542.9709
ALRPR.TA,Day_14,15479.79815
ALRPR.TA,Day_15,15667.73282
ALRPR.TA,Day_16,15903.64795
ALRPR.TA,Day_17,16481.11817
ALRPR.TA,Day_18,17005.30538
ALRPR.TA,Day_19,17312.32463
ALRPR.TA,Day_20,17439.96979
ALRPR.TA,Day_21,17866.56606
ALRPR.TA,Day_22,18252.80917
ALRPR.TA,Day_23,18256.76949
ALRPR.TA,Day_24,18375.9177
ALRPR.TA,Day_25,18517.81763
ALRPR.TA,Day_26,18883.47063
ALRPR.TA,Day_27,18943.96636
ALRPR.TA,Day_28,19081.13368
ALRPR.TA,Day_29,18953.97197
ALRPR.TA,Day_30,18942.55251
ALUMA.TA,Day_1,53.82062157
ALUMA.TA,Day_2,53.80998014
ALUMA.TA,Day_3,53.89466967
ALUMA.TA,Day_4,53.83329374
ALUMA.TA,Day_5,53.66664667
ALUMA.TA,Day_6,53.74906675
ALUMA.TA,Day_7,53.76331124
ALUMA.TA,Day_8,53.79999777
ALUMA.TA,Day_9,53.81094492
ALUMA.TA,Day_10,53.8076671
ALUMA.TA,Day_11,53.97069085
ALUMA.TA,Day_12,53.6938278
ALUMA.TA,Day_13,53.69490451
ALUMA.TA,Day_14,54.62496635
ALUMA.TA,Day_15,55.71641688
ALUMA.TA,Day_16,56.32169942
ALUMA.TA,Day_17,56.30341108
ALUMA.TA,Day_18,57.05789197
ALUMA.TA,Day_19,57.09354061
ALUMA.TA,Day_20,54.8962078
ALUMA.TA,Day_21,57.87298839
ALUMA.TA,Day_22,55.0935598
ALUMA.TA,Day_23,55.08826471
ALUMA.TA,Day_24,55.03484319
ALUMA.TA,Day_25,55.05125154
ALUMA.TA,Day_26,55.19776027
ALUMA.TA,Day_27,55.54476605
ALUMA.TA,Day_28,55.43497721
ALUMA.TA,Day_29,55.39016508
ALUMA.TA,Day_30,58.25349966
AMAN.TA,Day_1,1579.009747
AMAN.TA,Day_2,1568.695565
AMAN.TA,Day_3,1563.94761
AMAN.TA,Day_4,1564.553495
AMAN.TA,Day_5,1564.220487
AMAN.TA,Day_6,1566.335699
AMAN.TA,Day_7,1566.007106
AMAN.TA,Day_8,1566.514088
AMAN.TA,Day_9,1573.263509
AMAN.TA,Day_10,1585.258963
AMAN.TA,Day_11,1576.528871
AMAN.TA,Day_12,1590.216146
AMAN.TA,Day_13,1652.015354
AMAN.TA,Day_14,1682.086137
AMAN.TA,Day_15,1709.354156
AMAN.TA,Day_16,1719.883734
AMAN.TA,Day_17,1666.053511
AMAN.TA,Day_18,1585.857765
AMAN.TA,Day_19,1599.160764
AMAN.TA,Day_20,1630.902089
